text,text_implied,target,stereotype
"['""  """" arabs  mixed-race people  white hispanics and others who could \' pass \' would be doing whatever they could to get white privilege if it were real . """" """" - gregory hood """"""']",['whites have privelege'],['whites'],[]
"['""  """" arabs  mixed-race people  white hispanics and others who could \' pass \' would be doing whatever they could to get white privilege if it were real . """" """" - gregory hood """"""']",['Minorities want special treatment.'],['Minorities'],[]
['the ten commandments have lost their validity . conscience is a jewish invention  it is a blemish like circumcision . - adolf hitler'],"[""Jews don't follow the ten commandments.""]",['Jews'],[]
['the ten commandments have lost their validity . conscience is a jewish invention  it is a blemish like circumcision . - adolf hitler'],['Jews are ignorant.'],['Jews'],[]
['i heard twitter is cracking down on white supremacists . are they also cracking down on racist blacks calling for th'],['Twitter is cracking down White supremacists'],['White people'],[]
['there is no hate . what they want to root out is any form of white european identity . they have declared'],['People of color want to get rid of white people'],['People of color'],[]
['there is no hate . what they want to root out is any form of white european identity . they have declared'],['non-white people are scheming against whites'],['non-white people'],[]
"[""traitor . there's nothing worse than an #antiwhite white person .""]",['non-white people are inferior'],['non-white people'],[]
"[""traitor . there's nothing worse than an #antiwhite white person .""]",['Whites oppose white culture'],['Whites'],[]
[': in memoriam panzerdivision totenkopf t-shirt from the white resister'],['Minorities are subhuman'],['Minorities'],[]
['nice to know we are together in our fight  all white people'],['Minorities wipe out whites'],['Minorities'],[]
['modern heretic : the jew funding the zoo'],['Jews are stingy'],['Jews'],[]
"['"" vile  hateful #jew calls for extermination of #whitepeople & admits  """" diversity """" """" is a code-word for #whitegenocide """"""']",['Jews are looking to wipe out the white race'],['Jews'],[]
"['"" vile  hateful #jew calls for extermination of #whitepeople & admits  """" diversity """" """" is a code-word for #whitegenocide """"""']",['Jews hate white people.'],['Jews'],[]
['white people in britain resisting propaganda to racially miscegenate  figures show | more :'],['Multiracials are inferior to whites'],['Multiracials'],[]
['what you see today is close to their natural state . if you want to change it you will have to support white cultural hegemony .'],['People of color are inferior to white people and need to be dominated and/or subjugated'],['People of color'],[]
"[""boohoo white people can't get their financial life together .""]","[""White people don't know how to spend their money.""]",['white people'],[]
"[""boohoo white people can't get their financial life together .""]",['white people are whiners'],['white people'],[]
"['"" rt  """" we have the highest number of illegal aliens in custody in history ... """" """" #mexico #buildthewall #invasion #wpww """"""']",['Illegal aliens are hurting the country.'],['illegal aliens'],[]
"['"" rt  """" we have the highest number of illegal aliens in custody in history ... """" """" #mexico #buildthewall #invasion #wpww """"""']",['Illegal immigrants are invaders.'],['Illegal immigrants'],[]
"[""people like you are the reason they're put up . the white race is the only race widely  openly hated .""]",['Minorities despise whites'],['Minorities'],[]
"[""people like you are the reason they're put up . the white race is the only race widely  openly hated .""]",['White people are hated.'],['white people'],[]
['alt-right is anti-zionism ( jews ) and white genocide'],['Jews are an inferior race.'],['Jews'],[]
['alt-right is anti-zionism ( jews ) and white genocide'],"[""Jews don't like white people.""]",['Jews'],[]
['nice strawman argument  but no  rich white politicians and jews are working against middle class and poor whites  yes .'],['Jews are devious'],['Jews'],[]
['nice strawman argument  but no  rich white politicians and jews are working against middle class and poor whites  yes .'],['Jews working against the poor'],['Jews'],[]
"['"" tell me  what  """" race """" """" is islam ? isn\'t """" """" racist """" """" for criticizing a violent ideology that urges followers to kill people . """"""']",['Muslims preach violence'],['Muslims'],[]
"['"" tell me  what  """" race """" """" is islam ? isn\'t """" """" racist """" """" for criticizing a violent ideology that urges followers to kill people . """"""']",['Islamic people are racist.'],['Islamic people'],[]
"[""they are riled all because she has a bunch of white kids and was encouraging other white women to have babies . that's what it boils down to .""]",['Minorities disparage whites'],['Minorities'],[]
"[""they are riled all because she has a bunch of white kids and was encouraging other white women to have babies . that's what it boils down to .""]",['White people want to have lots of babies.'],['white people'],[]
['thinks immigs r in cnflct w white america  wants violent extra-political activities #immigration'],['Whites hate immigrants'],['Whites'],[]
['thinks immigs r in cnflct w white america  wants violent extra-political activities #immigration'],['White people are violent.'],['white people'],[]
"[""its a sad day for white people  even worse  they will say he's a racist and ignore it still . #brainwashed""]","[""People of color can't thing for themselves and always think the worst of white people""]",['People of color'],[]
"[""its a sad day for white people  even worse  they will say he's a racist and ignore it still . #brainwashed""]",['non-white people are inferior'],['non-white people'],[]
['those alt-right guys sound like they are on to something !'],['Republicans are drug abusers'],['Republicans'],[]
['oh how i wish a man with a machine gun was there ! wake up white people ! they hate us !'],['Non-whites hate whites.'],['non-white people'],[]
['oh how i wish a man with a machine gun was there ! wake up white people ! they hate us !'],['White people are hated by non-white people'],['White people'],[]
"[""they are implicit in this and won't even acknowledge it for what it is : an anti-white hate crime""]",['Non-whites hate white people.'],['non-whites'],[]
[': great new posts at ! white america awake rally this july 23rd !'],['Minorities are second class'],['Minorities'],[]
[': great new posts at ! white america awake rally this july 23rd !'],['White people need to stick together.'],['white people'],[]
['but islamic cultures want to kill the jews too ...'],['they want to kill jews.'],['islamic cultures'],[]
['but islamic cultures want to kill the jews too ...'],['Islamic people are killers.'],['Islamic people'],[]
"['"" and by too racist he means  """" not devaluing white people enough . """" """" """"""']",['Minorities are prejudiced towards whites.'],['Minorities'],[]
"['"" and by too racist he means  """" not devaluing white people enough . """" """" """"""']",['White people are worthless.'],['white people'],[]
