id,source,main_post,text,Implied,label,span 1,span 2,span 3,span 4
169,La Repubblica,"‘No alla discriminazione degli uomini, anche noi vittime di violenza’, all’Università di Bari scontro sui volantini affissi e distribuiti da un gruppo di studenti","Da leggete attentamente care donne, soprattutto voi femministe! NELLA GIORNATA INTERNAZIONALE DELL'UOMO CHE VOI AVETE ANCORA E VOLUTAMENTE IGNORATO! Vergognose! Con KARMA.....",,,,,,
170,La Repubblica,"‘No alla discriminazione degli uomini, anche noi vittime di violenza’, all’Università di Bari scontro sui volantini affissi e distribuiti da un gruppo di studenti",Esattamente! Concordo in pieno! Bella iniziativa nel giorno a noi dedicato! Quelle che frignano parlando di rispetto non ci hanno neanche rivolto un pensiero o festeggiato! Questo la dice lunga sulla considerazione che hanno di noi! Quel che è fatto è reso care.....,,,,,,
171,La Repubblica,"‘No alla discriminazione degli uomini, anche noi vittime di violenza’, all’Università di Bari scontro sui volantini affissi e distribuiti da un gruppo di studenti",Hanno fatto bene. E queste sono quelle democratiche inclusive accoglienti. Se vede.,,"rejection of feminism, mocking",Hanno fatto bene. E queste sono quelle democratiche inclusive accoglienti. Se vede.,"E queste sono quelle democratiche inclusive accoglienti., Se vede.",,
172,La Repubblica,"‘No alla discriminazione degli uomini, anche noi vittime di violenza’, all’Università di Bari scontro sui volantini affissi e distribuiti da un gruppo di studenti",Godo! Maschi svegliamoci! Non facciamoci prendere per il culo. Le donne hanno già gli stessi nostri diritti e non facciamoci mettere i piedi in testa,,,,,,
173,La Repubblica,"""Per Giulia Cecchettin e tutte le vittime, il 25 novembre in piazza"": sit in nelle scuole di Roma","Neanche per sogno! A me non fa ne' caldo ne' freddo! Degli uomini e ragazzi uccisi nel nostro paese non interessa niente a nessuno! Al fianco delle donne? Mai! Per loro siamo tutti uguali, ci disprezzano tanto che nel giorno a noi dedicato neanche una si è degnata di festeggiarci ! Non dimenticheremo...",,,,,,
174,La Repubblica,“Lasceresti la tua ragazza andare a ballare sola?' “No”. “Non mi fido”. “Deve chiedere il permesso”. Le risposte degli adolescenti,La discoteca non è un luogo per gente fidanzata,la discoteca è un luogo per conoscere persone nuove e una ragazza fidanzata non dovrebbe andarci.,conservative limiting,La discoteca non è un luogo per gente fidanzata,,,
175,La Repubblica,“Lasceresti la tua ragazza andare a ballare sola?' “No”. “Non mi fido”. “Deve chiedere il permesso”. Le risposte degli adolescenti,Sarebbe interessante ascoltare cos'hanno da dire le ragazze di questi qua... per avere una comprensione maggiore del tema. Gradiscono? Non sarebbero d'accordo? O si sentirebbero addirittura onorate e protette da tanta possessivita?,,"conservative limiting, stereotype generalization",Sarebbe interessante ascoltare cos'hanno da dire le ragazze di questi qua... per avere una comprensione maggiore del tema. Gradiscono? Non sarebbero d'accordo? O si sentirebbero addirittura onorate e protette da tanta possessivita?,Sarebbe interessante ascoltare cos'hanno da dire le ragazze di questi qua... per avere una comprensione maggiore del tema. Gradiscono? Non sarebbero d'accordo? O si sentirebbero addirittura onorate e protette da tanta possessivita?,,
176,La Repubblica,“Lasceresti la tua ragazza andare a ballare sola?' “No”. “Non mi fido”. “Deve chiedere il permesso”. Le risposte degli adolescenti,Nessuna ragazza andrebbe a ballare senza il suo fidanzato....,le donne dovrebbero uscire soltanto se c'è anche il proprio fidanzato.,,,,,
177,La Repubblica,“Lasceresti la tua ragazza andare a ballare sola?' “No”. “Non mi fido”. “Deve chiedere il permesso”. Le risposte degli adolescenti,"Se ha ricevuto la giusta educazione dai genitori, se ama se stessa, se ha sani valori, e ci va con amici perché no.",,,,,,
178,La Repubblica,“Lasceresti la tua ragazza andare a ballare sola?' “No”. “Non mi fido”. “Deve chiedere il permesso”. Le risposte degli adolescenti,"Bhe se non diventa un abitudine , specialmente se si ha famiglia , io nn impedisco di farlo ma il weekend con le amiche fuori dipende , poi il weekend fuori si fa con il marito e i figli . Altrimenti che si crea a fare una famiglia",le donne dovrebbero dedicare il loro tempo soprattutto al marito e ai figli.,"men-dominated power structure, conservative limiting, double standard","Bhe se non diventa un abitudine , specialmente se si ha famiglia , io nn impedisco di farlo ma il weekend con le amiche fuori dipende , poi il weekend fuori si fa con il marito e i figli . Altrimenti che si crea a fare una famiglia","Bhe se non diventa un abitudine , specialmente se si ha famiglia , io nn impedisco di farlo ma il weekend con le amiche fuori dipende , poi il weekend fuori si fa con il marito e i figli . Altrimenti che si crea a fare una famiglia","Bhe se non diventa un abitudine , specialmente se si ha famiglia , io nn impedisco di farlo ma il weekend con le amiche fuori dipende , poi il weekend fuori si fa con il marito e i figli . Altrimenti che si crea a fare una famiglia",
179,La Repubblica,“Lasceresti la tua ragazza andare a ballare sola?' “No”. “Non mi fido”. “Deve chiedere il permesso”. Le risposte degli adolescenti,Corna assicurate la ragazza a ballare sa solo non va non bisogna dargli troppa libertà sonp corna assicurate... Parlo per esperienza,"la donna, se esce da sola, sarà sicuramente infedele e l'uomo farebbe meglio a controllarla.",,,,,
180,La Repubblica,“Lasceresti la tua ragazza andare a ballare sola?' “No”. “Non mi fido”. “Deve chiedere il permesso”. Le risposte degli adolescenti,"Che ai progressisti di sx ed alle nazifemen piaccia o no, le risposte di questi ragazzi sono normalissime, una ragazza sola con le amiche viene approcciata da un mare di ragazzi in discoteca e spesso (in particolare a quell'età) all'ormone nn si comanda, quindi per nn trovarsi un paio di corna meglio evitare. P.s. ovviamente vale anche al contrario.",,,,,,
181,La Repubblica,“Lasceresti la tua ragazza andare a ballare sola?' “No”. “Non mi fido”. “Deve chiedere il permesso”. Le risposte degli adolescenti,"Perché lei vuole andare a ballare da sola, intendendo che non mi vuole tra i piedi?",se la donna vuole andare a ballare senza il suo ragazzo è perché sarà infedele.,,,,,
182,La Repubblica,"Elena Cecchettin: “Lo Stato è complice perché non condanna apertamente questi episodi, non dice le cose che dovrebbe, non rende sicure le donne”",Ummh quando si dice cogliere la palla al balzo della sovraesposizione mediatica per diventare influencer.,,,,,,
183,La Repubblica,"Elena Cecchettin: “Lo Stato è complice perché non condanna apertamente questi episodi, non dice le cose che dovrebbe, non rende sicure le donne”",Non ho capito è colpa degli uomini o del governo?,,,,,,
184,La Repubblica,"Elena Cecchettin: “Lo Stato è complice perché non condanna apertamente questi episodi, non dice le cose che dovrebbe, non rende sicure le donne”",Questa non la racconta giusta .... mah,,,,,,
185,La Repubblica,"Elena Cecchettin: “Lo Stato è complice perché non condanna apertamente questi episodi, non dice le cose che dovrebbe, non rende sicure le donne”",Una satanista già promossa alla candidatura del PD... Questo non è un bell'esempio. Una femminista che sostiene la Palestina con il burqa,,"derogatory and belittling, conservative limiting, rejection of feminism",Una satanista già promossa alla candidatura del PD... Questo non è un bell'esempio. Una femminista che sostiene la Palestina con il burqa,Una satanista già promossa alla candidatura del PD... Questo non è un bell'esempio. Una femminista che sostiene la Palestina con il burqa,Una femminista che sostiene la Palestina con il burqa,
186,La Repubblica,"Elena Cecchettin: “Lo Stato è complice perché non condanna apertamente questi episodi, non dice le cose che dovrebbe, non rende sicure le donne”",Non vorrei esser cattivo ma ho l'impressione che la vicenda della sorella la stia cavalcando per farsi strada. Spero di no e che mi sia sbagliato.,,,,,,
187,La Repubblica,"Elena Cecchettin: “Lo Stato è complice perché non condanna apertamente questi episodi, non dice le cose che dovrebbe, non rende sicure le donne”",Credo che il padre fosse assente. Due figlie che si autogestivano. Giudicare non serve,,stereotype generalization,Credo che il padre fosse assente.,,,
188,La Repubblica,"Elena Cecchettin: “Lo Stato è complice perché non condanna apertamente questi episodi, non dice le cose che dovrebbe, non rende sicure le donne”",TSO,,aggressive and violent attitude,TSO,,,
189,La Repubblica,"Elena Cecchettin: “Lo Stato è complice perché non condanna apertamente questi episodi, non dice le cose che dovrebbe, non rende sicure le donne”","Certo il dolore è grande, ma qualcuno dovrebbe farla rientrare in sé.",,,,,,
190,La Repubblica,"Elena Cecchettin: “Lo Stato è complice perché non condanna apertamente questi episodi, non dice le cose che dovrebbe, non rende sicure le donne”",toglietele il microfono che inizia a delirare..,,,,,,
191,La Repubblica,"Elena Cecchettin: “Lo Stato è complice perché non condanna apertamente questi episodi, non dice le cose che dovrebbe, non rende sicure le donne”","Credo che non sia lucidissima, ma credo anche non lo sia mai stata, ad occhio.",,,,,,
192,La Repubblica,"Elena Cecchettin: “Lo Stato è complice perché non condanna apertamente questi episodi, non dice le cose che dovrebbe, non rende sicure le donne”","5 gocce di valium prima di dormire, anzi, facciamo 50...",,,,,,
193,La Repubblica,"Elena Cecchettin: “Lo Stato è complice perché non condanna apertamente questi episodi, non dice le cose che dovrebbe, non rende sicure le donne”","Questa ragazza è fuori dalla realtà,dovrebbe andare meno nelle televisioni a sproloquire e tutto l'interessamento dei media l'hanno destabilizzata,farebbe meglio a stare zitta",,derogatory and belittling,"Questa ragazza è fuori dalla realtà,dovrebbe andare meno nelle televisioni a sproloquire e tutto l'interessamento dei media l'hanno destabilizzata,farebbe meglio a stare zitta",,,
194,La Repubblica,"Elena Cecchettin: “Lo Stato è complice perché non condanna apertamente questi episodi, non dice le cose che dovrebbe, non rende sicure le donne”",Ma perché se la prende con lo stato quando sua sorella maggiorenne e vaccinata poteva rinunciare a frequentare quel mostro!,,,,,,
195,La Repubblica,"Elena Cecchettin: “Lo Stato è complice perché non condanna apertamente questi episodi, non dice le cose che dovrebbe, non rende sicure le donne”",Invece di piangere in silenzio sentenzia cagate .... io boooooo,,,,,,
196,La Repubblica,"Elena Cecchettin: “Lo Stato è complice perché non condanna apertamente questi episodi, non dice le cose che dovrebbe, non rende sicure le donne”",Si il problema è che non la dovrebbero seguire su Insta ...la battaglia si fa per strada si fa in real life ...,,whataboutism,"Si il problema è che non la dovrebbero seguire su Insta, ...la battaglia si fa per strada si fa in real life ...",,,
197,La Repubblica,"Elena Cecchettin: “Lo Stato è complice perché non condanna apertamente questi episodi, non dice le cose che dovrebbe, non rende sicure le donne”",È una vergogna che 'sta esibizionista strumentalizzi la morte della sorella per mettersi in mostra.,,,,,,
198,La Repubblica,"Elena Cecchettin: “Lo Stato è complice perché non condanna apertamente questi episodi, non dice le cose che dovrebbe, non rende sicure le donne”",ma questa non è quella che si fotografava con le croci rovesciate e simboli satanici vari? chiedo per un amico…,,"whataboutism, beauty standard expectations",ma questa non è quella che si fotografava con le croci rovesciate e simboli satanici vari?, questa non è quella che si fotografava con le croci rovesciate e simboli satanici vari?,,
199,La Repubblica,"Elena Cecchettin: “Lo Stato è complice perché non condanna apertamente questi episodi, non dice le cose che dovrebbe, non rende sicure le donne”","Minigonna giropassera mentre la sorella non si trovava. E parla di patriarcato? Ma perché non sta zitta, occa.",,,,,,
200,La Repubblica,Ragazza scopre che il suo orario di lavoro è di 8 ore e scoppia a piangere: «Non ho più una vita». Bufera sui social,Sposati un ricco,la donna in questione può cercare un uomo ricco che la mantenga invece di lavorare.,,,,,
201,La Repubblica,Ragazza scopre che il suo orario di lavoro è di 8 ore e scoppia a piangere: «Non ho più una vita». Bufera sui social,Fai ride,,,,,,
202,La Repubblica,Ragazza scopre che il suo orario di lavoro è di 8 ore e scoppia a piangere: «Non ho più una vita». Bufera sui social,Un campo e na vanga,,,,,,
203,La Repubblica,Ragazza scopre che il suo orario di lavoro è di 8 ore e scoppia a piangere: «Non ho più una vita». Bufera sui social,Io la manderei a zappare la terra,,,,,,
204,La Repubblica,Ragazza scopre che il suo orario di lavoro è di 8 ore e scoppia a piangere: «Non ho più una vita». Bufera sui social,"Beh una soluzione c'è ... Se trova un milionario... Magari fa la, signora a vita.....",,,,,,
